header,intent,perform,bot,total
0.14, 1.57, 22.58, 23.19, 23.21
0.15, 0.72, 21.65, 22.12, 22.14
0.1, 0.73, 21.7, 22.29, 22.31
0.12, 0.86, 21.88, 22.58, 22.6
0.1, 0.64, 21.73, 22.33, 22.37
0.12, 0.78, 21.57, 21.97, 21.99
